Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1988,46.721,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1987,46.342,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1986,45.362,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1985,44.57,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1984,43.783,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1983,42.764,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1982,41.978,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1981,41.215,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1980,40.49,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1979,39.758,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1978,39.073,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1977,38.34,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1976,37.632,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Early-demographic dividend,EAR,1975,37.355,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2023,95.043,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2022,94.853,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2021,94.657,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2020,94.46,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2019,94.189,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2018,93.672,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2017,93.533,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2016,93.234,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2015,92.941,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2014,92.701,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2013,91.992,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2012,91.842,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2011,91.523,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2010,91.856,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2009,91.646,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2008,91.223,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2007,90.804,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2006,89.214,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2005,88.731,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2004,88.263,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2003,87.823,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2002,87.285,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2001,86.791,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,2000,86.32,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1999,85.845,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1998,85.402,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1997,84.873,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1996,77.701,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1995,77.028,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1994,76.262,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1993,75.504,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1992,74.806,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1991,74.084,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1990,73.324,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1989,72.511,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1988,71.633,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1987,66.524,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1986,65.116,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1985,64.055,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1984,62.806,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1983,61.494,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1982,60.265,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1981,58.986,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1980,57.615,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1979,56.173,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1978,54.568,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1977,53.172,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,1976,52.926,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2023,95.289,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2022,95.096,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2021,94.892,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2020,94.691,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2019,94.419,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2018,93.925,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2017,93.792,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2016,93.489,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2015,93.194,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2014,92.97,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2013,92.347,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2012,92.199,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2011,91.883,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2010,92.182,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2009,91.904,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2008,91.466,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2007,91.05,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2006,89.357,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2005,88.868,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2004,88.412,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2003,87.978,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2002,87.459,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2001,86.971,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,2000,86.484,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1999,85.99,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1998,85.562,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1997,85.012,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1996,76.963,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1995,76.242,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1994,75.433,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1993,74.632,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1992,73.878,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1991,73.093,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1990,72.272,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1989,71.393,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1988,70.442,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1987,64.72,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1986,63.227,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1985,62.05,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1984,60.685,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1983,59.252,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1982,57.914,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1981,56.52,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1980,55.018,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1979,53.438,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1978,51.676,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1977,50.152,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (excluding high income),EAP,1976,49.935,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2023,95.229,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2022,95.033,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2021,94.826,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2020,94.622,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2019,94.347,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2018,93.846,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2017,93.711,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2016,93.404,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2015,93.105,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2014,92.878,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2013,92.247,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2012,92.097,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2011,91.777,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2010,92.08,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2009,91.798,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2008,91.353,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2007,90.932,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2006,89.215,"female, 15+"
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,East Asia & Pacific (IDA & IBRD),TEA,2005,88.72,"female, 15+"
